Clinic Name,Website,Website_Status,Website_Link,Crawled_URL,Page_Title,Word_Count,Crawl_Status,Saved_Text_File
Polaris Physical Therapy PLLC (Bushwick),polarisphysicaltherapy.com,LIVE,https://polarisphysicaltherapy.com,https://polarisphysicaltherapy.com,Polaris-Physical-Therapy,2239,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Polaris_Physical_Therapy_PLLC_Bushwick.txt
Fresh Pond Physical Therapy - Wyckoff,freshpondpt.com,LIVE,,https://freshpondpt.com,,0,"STEALTH_ERROR: It looks like you are using Playwright Sync API inside the asyncio loop.
Please use the Async API instead.",C:\Users\COB\Downloads\competitor\scraped_texts\Fresh_Pond_Physical_Therapy_-_Wyckoff.txt
REDCORE Physical Therapy + Wellness,redcorept.com,,https://redcorept.com/,https://redcorept.com/,"Physical Therapy in Ridgewood, Brooklyn & Bronx | RedCore PT",4745,OK,C:\Users\COB\Downloads\competitor\scraped_texts\REDCORE_Physical_Therapy_Wellness.txt
"Theradynamics Physical & Occupational Therapy - Longwood, NY",theradynamics.com,LIVE,,https://theradynamics.com,Get Back To Life! with Theradynamics Physical & Occupational Therapy,372,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Theradynamics_Physical_Occupational_Therapy_-_Longwood_NY.txt
Revival Physical Therapy,,,,,,0,SKIPPED_NO_URL,C:\Users\COB\Downloads\competitor\scraped_texts\Revival_Physical_Therapy.txt
Optimum Health Physical Therapy,ohpt.org,LIVE,https://ohpt.org,https://ohpt.org,"Optimum Health Physical Therapy in Brooklyn, NY | Personalized Care",2353,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Optimum_Health_Physical_Therapy.txt
Sarrica Physical Therapy & Wellness,sarricapt.com,LIVE,https://sarricapt.com,https://sarricapt.com,Best Physical Therapy Doctors in NYC  Brooklyn | Bay Ridge Acupuncture | Massage Therapy,8065,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Sarrica_Physical_Therapy_Wellness.txt
"Phoenix Physical Therapy Rehabilitation, PLLC",phoenixphysicaltherapyrehab.com,LIVE,https://phoenixphysicaltherapyrehab.com,https://phoenixphysicaltherapyrehab.com,NY Physical Therapy Clinic | Phoenix Physical Therapy Rehab,2567,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Phoenix_Physical_Therapy_Rehabilitation_PLLC.txt
FYZICAL Therapy & Balance Centers - Bay Ridge,fyzical.com/bay-ridge-ny,LIVE,https://fyzical.com/bay-ridge-ny,https://fyzical.com/bay-ridge-ny,,0,"STEALTH_ERROR: It looks like you are using Playwright Sync API inside the asyncio loop.
Please use the Async API instead.",C:\Users\COB\Downloads\competitor\scraped_texts\FYZICAL_Therapy_Balance_Centers_-_Bay_Ridge.txt
Physical Therapy & Balance center - 85th St,,,,,,0,SKIPPED_NO_URL,C:\Users\COB\Downloads\competitor\scraped_texts\Physical_Therapy_Balance_center_-_85th_St.txt
FYZICAL Therapy & Balance Centers,fyzical.com,LIVE,https://fyzical.com,https://fyzical.com,,0,"STEALTH_ERROR: It looks like you are using Playwright Sync API inside the asyncio loop.
Please use the Async API instead.",C:\Users\COB\Downloads\competitor\scraped_texts\FYZICAL_Therapy_Balance_Centers.txt
Bay Ridge Physical Medicine and Rehabilitation Center,,,,,,0,SKIPPED_NO_URL,C:\Users\COB\Downloads\competitor\scraped_texts\Bay_Ridge_Physical_Medicine_and_Rehabilitation_Center.txt
ProKinetics Physical Therapy,prokineticspt.com,LIVE,https://prokineticspt.com,https://prokineticspt.com,"Premier Physical Therapy Clinic Brooklyn, NY - ProKinetics",663,OK,C:\Users\COB\Downloads\competitor\scraped_texts\ProKinetics_Physical_Therapy.txt
Quality Care Physical Therapy and Acupuncture Care PLLC,qcptac.com,LIVE,https://qcptac.com,https://qcptac.com,Quality Care,1596,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Quality_Care_Physical_Therapy_and_Acupuncture_Care_PLLC.txt
"Vladislav Rudner, PT",,,,,,0,SKIPPED_NO_URL,C:\Users\COB\Downloads\competitor\scraped_texts\Vladislav_Rudner_PT.txt
Dr. Han Physical Therapy & Acupuncture P.C.,,,,,,0,SKIPPED_NO_URL,C:\Users\COB\Downloads\competitor\scraped_texts\Dr_Han_Physical_Therapy_Acupuncture_PC.txt
Action Care Physical Therapy PC,,,,,,0,SKIPPED_NO_URL,C:\Users\COB\Downloads\competitor\scraped_texts\Action_Care_Physical_Therapy_PC.txt
Grand Concourse Physical Therapy 3224,,,,,,0,SKIPPED_NO_URL,C:\Users\COB\Downloads\competitor\scraped_texts\Grand_Concourse_Physical_Therapy_3224.txt
Quality Care Physical Therapy and Occupational Therapy,,,,,,0,SKIPPED_NO_URL,C:\Users\COB\Downloads\competitor\scraped_texts\Quality_Care_Physical_Therapy_and_Occupational_Therapy.txt
Mission One Physical and Occupational Therapy,,,,,,0,SKIPPED_NO_URL,C:\Users\COB\Downloads\competitor\scraped_texts\Mission_One_Physical_and_Occupational_Therapy.txt
Manhattan Sports & Manual Physical Therapy,,,,,,0,SKIPPED_NO_URL,C:\Users\COB\Downloads\competitor\scraped_texts\Manhattan_Sports_Manual_Physical_Therapy.txt
"ActiveCare Physical Therapy, PC at Best Physical Therapist NYC",,,,,,0,SKIPPED_NO_URL,C:\Users\COB\Downloads\competitor\scraped_texts\ActiveCare_Physical_Therapy_PC_at_Best_Physical_Therapist_NYC.txt
Midtown East Physical Therapy,,,,,,0,SKIPPED_NO_URL,C:\Users\COB\Downloads\competitor\scraped_texts\Midtown_East_Physical_Therapy.txt
Touch Of Life Physical Therapy and Acupuncture,,,,,,0,SKIPPED_NO_URL,C:\Users\COB\Downloads\competitor\scraped_texts\Touch_Of_Life_Physical_Therapy_and_Acupuncture.txt
Center Point Physical Therapy – Midtown,,,,,,0,SKIPPED_NO_URL,C:\Users\COB\Downloads\competitor\scraped_texts\Center_Point_Physical_Therapy_Midtown.txt
NYC HOME REHAB PHYSICAL THERAPY PLLC,,,,,,0,SKIPPED_NO_URL,C:\Users\COB\Downloads\competitor\scraped_texts\NYC_HOME_REHAB_PHYSICAL_THERAPY_PLLC.txt
Active Physical Therapy & Chiropractic Group,,,,,,0,SKIPPED_NO_URL,C:\Users\COB\Downloads\competitor\scraped_texts\Active_Physical_Therapy_Chiropractic_Group.txt
"Integrative Physical Therapy of NYC, P.C.",,,,,,0,SKIPPED_NO_URL,C:\Users\COB\Downloads\competitor\scraped_texts\Integrative_Physical_Therapy_of_NYC_PC.txt
