Clinic Name,Website,Website_Status,Website_Link,Crawled_URL,Page_Title,Word_Count,Crawl_Status,Saved_Text_File
HomeSide Rehab,homesiderehab.com,LIVE,https://homesiderehab.com,https://homesiderehab.com,Home - Homeside Rehab,1021,OK,C:\Users\COB\Downloads\competitor\scraped_texts\HomeSide_Rehab.txt
Dynamic Moves PT – In-Home Service,dynamicmovespt.com,LIVE,https://dynamicmovespt.com,https://dynamicmovespt.com,In-Home Physical Therapy l Dynamic Moves Physical Therapy | In-Home Physical Therapy l Dynamic Moves Physical Therapy,1046,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Dynamic_Moves_PT_In-Home_Service.txt
Revival PT,revivalrehabilitation.com,LIVE,https://revivalrehabilitation.com,https://revivalrehabilitation.com,,0,"STEALTH_ERROR: It looks like you are using Playwright Sync API inside the asyncio loop.
Please use the Async API instead.",C:\Users\COB\Downloads\competitor\scraped_texts\Revival_PT.txt
FYZICAL East Harlem,fyzical.com/east-harlem,LIVE,https://fyzical.com/east-harlem,https://fyzical.com/east-harlem,,0,"STEALTH_ERROR: It looks like you are using Playwright Sync API inside the asyncio loop.
Please use the Async API instead.",C:\Users\COB\Downloads\competitor\scraped_texts\FYZICAL_East_Harlem.txt
Evergreen PT,evergreenptny.com,LIVE,https://evergreenptny.com,https://evergreenptny.com,Home,1857,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Evergreen_PT.txt
Essen Health Care,essenhealthcare.com,LIVE,https://essenhealthcare.com,https://essenhealthcare.com,Essen Health Care | Comprehensive Healthcare Services,1338,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Essen_Health_Care.txt
PT of The City — Home Care,ptofthecity.com,LIVE,https://ptofthecity.com,https://ptofthecity.com,Top-Rated Physical Therapy NYC | 30+ Clinics | PT of the City,2946,OK,C:\Users\COB\Downloads\competitor\scraped_texts\PT_of_The_City_Home_Care.txt
Spear Physical Therapy — Financial District (14 Wall St),spearcenter.com,LIVE,https://spearcenter.com,https://spearcenter.com,Expert Physical Therapy in NYC | Spear,1395,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Spear_Physical_Therapy_Financial_District_14_Wall_St.txt
Spear Physical Therapy — Financial District (70 Pine),spearcenter.com,LIVE,https://spearcenter.com,https://spearcenter.com,Expert Physical Therapy in NYC | Spear,1395,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Spear_Physical_Therapy_Financial_District_70_Pine.txt
Spear Physical Therapy — Sunnyside,spearcenter.com,LIVE,https://spearcenter.com,https://spearcenter.com,Expert Physical Therapy in NYC | Spear,1395,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Spear_Physical_Therapy_Sunnyside.txt
Spear Physical Therapy — Ditmas Park,spearcenter.com,LIVE,https://spearcenter.com,https://spearcenter.com,Expert Physical Therapy in NYC | Spear,1395,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Spear_Physical_Therapy_Ditmas_Park.txt
Spear Physical Therapy — Washington Heights,spearcenter.com,LIVE,https://spearcenter.com,https://spearcenter.com,Expert Physical Therapy in NYC | Spear,1395,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Spear_Physical_Therapy_Washington_Heights.txt
Spear Physical Therapy — Harlem (W 120th),spearcenter.com,LIVE,https://spearcenter.com,https://spearcenter.com,Expert Physical Therapy in NYC | Spear,1395,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Spear_Physical_Therapy_Harlem_W_120th.txt
Spear Physical Therapy — Jackson Heights,spearcenter.com,LIVE,https://spearcenter.com,https://spearcenter.com,Expert Physical Therapy in NYC | Spear,1395,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Spear_Physical_Therapy_Jackson_Heights.txt
Spear Physical Therapy — Ridgewood,spearcenter.com,LIVE,https://spearcenter.com,https://spearcenter.com,Expert Physical Therapy in NYC | Spear,1395,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Spear_Physical_Therapy_Ridgewood.txt
Spear Physical Therapy — Gowanus,spearcenter.com,LIVE,https://spearcenter.com,https://spearcenter.com,Expert Physical Therapy in NYC | Spear,1395,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Spear_Physical_Therapy_Gowanus.txt
Spear Physical Therapy — UWS Sports Club,spearcenter.com,LIVE,https://spearcenter.com,https://spearcenter.com,Expert Physical Therapy in NYC | Spear,1395,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Spear_Physical_Therapy_UWS_Sports_Club.txt
Spear Physical Therapy — Midtown East (2nd Ave),spearcenter.com,LIVE,https://spearcenter.com,https://spearcenter.com,Expert Physical Therapy in NYC | Spear,1395,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Spear_Physical_Therapy_Midtown_East_2nd_Ave.txt
Spear Physical Therapy — East Village (14th St),spearcenter.com,LIVE,https://spearcenter.com,https://spearcenter.com,Expert Physical Therapy in NYC | Spear,1395,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Spear_Physical_Therapy_East_Village_14th_St.txt
Spear Physical Therapy — Bay Ridge (86th St),spearcenter.com,LIVE,https://spearcenter.com,https://spearcenter.com,Expert Physical Therapy in NYC | Spear,1395,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Spear_Physical_Therapy_Bay_Ridge_86th_St.txt
Spear Physical Therapy — Astoria (Ditmars Blvd),spearcenter.com,LIVE,https://spearcenter.com,https://spearcenter.com,Expert Physical Therapy in NYC | Spear,1395,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Spear_Physical_Therapy_Astoria_Ditmars_Blvd.txt
Spear Physical Therapy — NoMad,spearcenter.com,LIVE,https://spearcenter.com,https://spearcenter.com,Expert Physical Therapy in NYC | Spear,1395,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Spear_Physical_Therapy_NoMad.txt
Spear Physical Therapy — UWS (W 103rd St),spearcenter.com,LIVE,https://spearcenter.com,https://spearcenter.com,Expert Physical Therapy in NYC | Spear,1395,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Spear_Physical_Therapy_UWS_W_103rd_St.txt
Spear Physical Therapy — West Village,spearcenter.com,LIVE,https://spearcenter.com,https://spearcenter.com,Expert Physical Therapy in NYC | Spear,1395,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Spear_Physical_Therapy_West_Village.txt
Spear Physical Therapy — Bayside,spearcenter.com,LIVE,https://spearcenter.com,https://spearcenter.com,Expert Physical Therapy in NYC | Spear,1395,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Spear_Physical_Therapy_Bayside.txt
Spear Physical Therapy — Downtown Brooklyn (City Point),spearcenter.com,LIVE,https://spearcenter.com,https://spearcenter.com,Expert Physical Therapy in NYC | Spear,1395,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Spear_Physical_Therapy_Downtown_Brooklyn_City_Point.txt
Spear Physical Therapy — Park Slope (5th Ave),spearcenter.com,LIVE,https://spearcenter.com,https://spearcenter.com,Expert Physical Therapy in NYC | Spear,1395,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Spear_Physical_Therapy_Park_Slope_5th_Ave.txt
Spear Physical Therapy — UWS (W 82nd St),spearcenter.com,LIVE,https://spearcenter.com,https://spearcenter.com,Expert Physical Therapy in NYC | Spear,1395,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Spear_Physical_Therapy_UWS_W_82nd_St.txt
Spear Physical Therapy — Astoria (Broadway),spearcenter.com,LIVE,https://spearcenter.com,https://spearcenter.com,Expert Physical Therapy in NYC | Spear,1395,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Spear_Physical_Therapy_Astoria_Broadway.txt
Spear Physical Therapy — LES (Broome St),spearcenter.com,LIVE,https://spearcenter.com,https://spearcenter.com,Expert Physical Therapy in NYC | Spear,1395,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Spear_Physical_Therapy_LES_Broome_St.txt
Spear Physical Therapy — Williamsburg (Grand St),spearcenter.com,LIVE,https://spearcenter.com,https://spearcenter.com,Expert Physical Therapy in NYC | Spear,1395,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Spear_Physical_Therapy_Williamsburg_Grand_St.txt
Spear Physical Therapy — Grand Central,spearcenter.com,LIVE,https://spearcenter.com,https://spearcenter.com,Expert Physical Therapy in NYC | Spear,1395,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Spear_Physical_Therapy_Grand_Central.txt
Spear Physical Therapy — LIC Court Square,spearcenter.com,LIVE,https://spearcenter.com,https://spearcenter.com,Expert Physical Therapy in NYC | Spear,1395,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Spear_Physical_Therapy_LIC_Court_Square.txt
Spear Physical Therapy — Prospect Heights,spearcenter.com,LIVE,https://spearcenter.com,https://spearcenter.com,Expert Physical Therapy in NYC | Spear,1395,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Spear_Physical_Therapy_Prospect_Heights.txt
Spear Physical Therapy — Flatiron,spearcenter.com,LIVE,https://spearcenter.com,https://spearcenter.com,Expert Physical Therapy in NYC | Spear,1395,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Spear_Physical_Therapy_Flatiron.txt
Spear Physical Therapy — SoHo,spearcenter.com,LIVE,https://spearcenter.com,https://spearcenter.com,Expert Physical Therapy in NYC | Spear,1395,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Spear_Physical_Therapy_SoHo.txt
Spear Physical Therapy — Dumbo,spearcenter.com,LIVE,https://spearcenter.com,https://spearcenter.com,Expert Physical Therapy in NYC | Spear,1395,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Spear_Physical_Therapy_Dumbo.txt
Spear Physical Therapy — Park Slope (Union St),spearcenter.com,LIVE,https://spearcenter.com,https://spearcenter.com,Expert Physical Therapy in NYC | Spear,1395,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Spear_Physical_Therapy_Park_Slope_Union_St.txt
Spear Physical Therapy — Times Square,spearcenter.com,LIVE,https://spearcenter.com,https://spearcenter.com,Expert Physical Therapy in NYC | Spear,1395,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Spear_Physical_Therapy_Times_Square.txt
Spear Physical Therapy — LIC CityView,spearcenter.com,LIVE,https://spearcenter.com,https://spearcenter.com,Expert Physical Therapy in NYC | Spear,1395,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Spear_Physical_Therapy_LIC_CityView.txt
Spear Physical Therapy — UWS (W 75th St),spearcenter.com,LIVE,https://spearcenter.com,https://spearcenter.com,Expert Physical Therapy in NYC | Spear,1395,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Spear_Physical_Therapy_UWS_W_75th_St.txt
Spear Physical Therapy — Brooklyn Heights,spearcenter.com,LIVE,https://spearcenter.com,https://spearcenter.com,Expert Physical Therapy in NYC | Spear,1395,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Spear_Physical_Therapy_Brooklyn_Heights.txt
Spear Physical Therapy — Murray Hill,spearcenter.com,LIVE,https://spearcenter.com,https://spearcenter.com,Expert Physical Therapy in NYC | Spear,1395,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Spear_Physical_Therapy_Murray_Hill.txt
Spear Physical Therapy — Penn Plaza,spearcenter.com,LIVE,https://spearcenter.com,https://spearcenter.com,Expert Physical Therapy in NYC | Spear,1395,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Spear_Physical_Therapy_Penn_Plaza.txt
Spear Physical Therapy — Midtown (W 44th),spearcenter.com,LIVE,https://spearcenter.com,https://spearcenter.com,Expert Physical Therapy in NYC | Spear,1395,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Spear_Physical_Therapy_Midtown_W_44th.txt
Spear Physical Therapy — Midtown (E 56th),spearcenter.com,LIVE,https://spearcenter.com,https://spearcenter.com,Expert Physical Therapy in NYC | Spear,1395,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Spear_Physical_Therapy_Midtown_E_56th.txt
Spear Physical Therapy — Forest Hills,spearcenter.com,LIVE,https://spearcenter.com,https://spearcenter.com,Expert Physical Therapy in NYC | Spear,1395,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Spear_Physical_Therapy_Forest_Hills.txt
Spear Physical Therapy — NoHo (Broadway),spearcenter.com,LIVE,https://spearcenter.com,https://spearcenter.com,Expert Physical Therapy in NYC | Spear,1395,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Spear_Physical_Therapy_NoHo_Broadway.txt
Spear Physical Therapy — Tribeca (Chambers),spearcenter.com,LIVE,https://spearcenter.com,https://spearcenter.com,Expert Physical Therapy in NYC | Spear,1395,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Spear_Physical_Therapy_Tribeca_Chambers.txt
Spear Physical Therapy — Tribeca (Park Place),spearcenter.com,LIVE,https://spearcenter.com,https://spearcenter.com,Expert Physical Therapy in NYC | Spear,1395,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Spear_Physical_Therapy_Tribeca_Park_Place.txt
Spear Physical Therapy — Williamsburg (N 7th),spearcenter.com,LIVE,https://spearcenter.com,https://spearcenter.com,Expert Physical Therapy in NYC | Spear,1395,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Spear_Physical_Therapy_Williamsburg_N_7th.txt
Spear Physical Therapy — Crown Heights (Franklin Ave),spearcenter.com,LIVE,https://spearcenter.com,https://spearcenter.com,Expert Physical Therapy in NYC | Spear,1395,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Spear_Physical_Therapy_Crown_Heights_Franklin_Ave.txt
Spear Physical Therapy — Staten Island,spearcenter.com,LIVE,https://spearcenter.com,https://spearcenter.com,Expert Physical Therapy in NYC | Spear,1395,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Spear_Physical_Therapy_Staten_Island.txt
Spear Physical Therapy — UES (E 89th St),spearcenter.com,LIVE,https://spearcenter.com,https://spearcenter.com,Expert Physical Therapy in NYC | Spear,1395,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Spear_Physical_Therapy_UES_E_89th_St.txt
Spear Physical Therapy — UES (3rd Ave),spearcenter.com,LIVE,https://spearcenter.com,https://spearcenter.com,Expert Physical Therapy in NYC | Spear,1395,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Spear_Physical_Therapy_UES_3rd_Ave.txt
Spear Physical Therapy — UES (York Ave),spearcenter.com,LIVE,https://spearcenter.com,https://spearcenter.com,Expert Physical Therapy in NYC | Spear,1395,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Spear_Physical_Therapy_UES_York_Ave.txt
Spear Physical Therapy — UES (E 84th St),spearcenter.com,LIVE,https://spearcenter.com,https://spearcenter.com,Expert Physical Therapy in NYC | Spear,1395,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Spear_Physical_Therapy_UES_E_84th_St.txt
Spear Physical Therapy — Chelsea (16th St),spearcenter.com,LIVE,https://spearcenter.com,https://spearcenter.com,Expert Physical Therapy in NYC | Spear,1395,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Spear_Physical_Therapy_Chelsea_16th_St.txt
Spear Physical Therapy — Clinton Hill (Myrtle Ave),spearcenter.com,LIVE,https://spearcenter.com,https://spearcenter.com,Expert Physical Therapy in NYC | Spear,1395,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Spear_Physical_Therapy_Clinton_Hill_Myrtle_Ave.txt
JAG Physical Therapy — UES (84th St),jagpt.com,LIVE,https://jagpt.com,https://jagpt.com,,0,"STEALTH_ERROR: It looks like you are using Playwright Sync API inside the asyncio loop.
Please use the Async API instead.",C:\Users\COB\Downloads\competitor\scraped_texts\JAG_Physical_Therapy_UES_84th_St.txt
JAG Physical Therapy — Gramercy Park,jagpt.com,LIVE,https://jagpt.com,https://jagpt.com,,0,"STEALTH_ERROR: It looks like you are using Playwright Sync API inside the asyncio loop.
Please use the Async API instead.",C:\Users\COB\Downloads\competitor\scraped_texts\JAG_Physical_Therapy_Gramercy_Park.txt
JAG Physical Therapy — Midtown (Madison Ave),jagpt.com,LIVE,https://jagpt.com,https://jagpt.com,,0,"STEALTH_ERROR: It looks like you are using Playwright Sync API inside the asyncio loop.
Please use the Async API instead.",C:\Users\COB\Downloads\competitor\scraped_texts\JAG_Physical_Therapy_Midtown_Madison_Ave.txt
JAG Physical Therapy — Morningside Heights,jagpt.com,LIVE,https://jagpt.com,https://jagpt.com,,0,"STEALTH_ERROR: It looks like you are using Playwright Sync API inside the asyncio loop.
Please use the Async API instead.",C:\Users\COB\Downloads\competitor\scraped_texts\JAG_Physical_Therapy_Morningside_Heights.txt
JAG Physical Therapy — NoHo,jagpt.com,LIVE,https://jagpt.com,https://jagpt.com,,0,"STEALTH_ERROR: It looks like you are using Playwright Sync API inside the asyncio loop.
Please use the Async API instead.",C:\Users\COB\Downloads\competitor\scraped_texts\JAG_Physical_Therapy_NoHo.txt
JAG Physical Therapy — Elmhurst,jagpt.com,LIVE,https://jagpt.com,https://jagpt.com,,0,"STEALTH_ERROR: It looks like you are using Playwright Sync API inside the asyncio loop.
Please use the Async API instead.",C:\Users\COB\Downloads\competitor\scraped_texts\JAG_Physical_Therapy_Elmhurst.txt
JAG Physical Therapy — Rockaway Beach,jagpt.com,LIVE,https://jagpt.com,https://jagpt.com,,0,"STEALTH_ERROR: It looks like you are using Playwright Sync API inside the asyncio loop.
Please use the Async API instead.",C:\Users\COB\Downloads\competitor\scraped_texts\JAG_Physical_Therapy_Rockaway_Beach.txt
Fidelity Physical Therapy & Rehabilitation Center,physicaltherapycorona.com,LIVE,https://physicaltherapycorona.com,https://physicaltherapycorona.com,,0,"STEALTH_ERROR: It looks like you are using Playwright Sync API inside the asyncio loop.
Please use the Async API instead.",C:\Users\COB\Downloads\competitor\scraped_texts\Fidelity_Physical_Therapy_Rehabilitation_Center.txt
Stellar Physical & Occupational Therapy,stellarptot.com,LIVE,https://www.stellarptot.com,https://www.stellarptot.com,Stellar Physical & Occupational Therapy & Acupuncture,2457,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Stellar_Physical_Occupational_Therapy.txt
39th Ave Physical Therapy,39physicaltherapy.com,NO WEBSITE,https://39physicaltherapy.com,,,0,SKIPPED_NO_URL,C:\Users\COB\Downloads\competitor\scraped_texts\39th_Ave_Physical_Therapy.txt
Synergy Physical Therapy & Chiropractic,coronaqueensptchiro.com,LIVE,https://www.coronaqueensptchiro.com,https://www.coronaqueensptchiro.com,,0,"STEALTH_ERROR: It looks like you are using Playwright Sync API inside the asyncio loop.
Please use the Async API instead.",C:\Users\COB\Downloads\competitor\scraped_texts\Synergy_Physical_Therapy_Chiropractic.txt
Within Normal Limits Physical Therapy,withinnormallimitspt.com,LIVE,https://withinnormallimitspt.com,https://withinnormallimitspt.com,,0,"STEALTH_ERROR: It looks like you are using Playwright Sync API inside the asyncio loop.
Please use the Async API instead.",C:\Users\COB\Downloads\competitor\scraped_texts\Within_Normal_Limits_Physical_Therapy.txt
Elmhurst Balance & Physical Therapy Center,elmhurstpt.com,,https://www.elmhurstpt.com,https://www.elmhurstpt.com,Elmhurst Balance & Physical Therapy Center,462,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Elmhurst_Balance_Physical_Therapy_Center.txt
JAG Physical Therapy — Astoria,jagpt.com,LIVE,https://www.jagpt.com,https://www.jagpt.com,,0,"STEALTH_ERROR: It looks like you are using Playwright Sync API inside the asyncio loop.
Please use the Async API instead.",C:\Users\COB\Downloads\competitor\scraped_texts\JAG_Physical_Therapy_Astoria.txt
BCJ Medical (Brooklyn PT),brooklyn-physicaltherapy.com,LIVE,https://www.brooklyn-physicaltherapy.com,https://www.brooklyn-physicaltherapy.com,Brooklyn Physical Therapy - Brooklyn Physical Therapy,1287,OK,C:\Users\COB\Downloads\competitor\scraped_texts\BCJ_Medical_Brooklyn_PT.txt
Bushwick Medical (Brooklyn PT),brooklyn-physicaltherapy.com,LIVE,https://www.brooklyn-physicaltherapy.com,https://www.brooklyn-physicaltherapy.com,Brooklyn Physical Therapy - Brooklyn Physical Therapy,1287,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Bushwick_Medical_Brooklyn_PT.txt
OceanView Rehabilitation,ovrehab.com,LIVE,https://ovrehab.com,https://ovrehab.com,,0,"STEALTH_ERROR: It looks like you are using Playwright Sync API inside the asyncio loop.
Please use the Async API instead.",C:\Users\COB\Downloads\competitor\scraped_texts\OceanView_Rehabilitation.txt
JAG Physical Therapy — Sheepshead Bay,jagpt.com,LIVE,https://www.jagpt.com/physical-therapy-clinics/ny/sheepshead-bay/,https://www.jagpt.com/physical-therapy-clinics/ny/sheepshead-bay/,,0,"STEALTH_ERROR: It looks like you are using Playwright Sync API inside the asyncio loop.
Please use the Async API instead.",C:\Users\COB\Downloads\competitor\scraped_texts\JAG_Physical_Therapy_Sheepshead_Bay.txt
Sheepshead Bay Chiropractic & PT & Acupuncture,,,,,,0,SKIPPED_NO_URL,C:\Users\COB\Downloads\competitor\scraped_texts\Sheepshead_Bay_Chiropractic_PT_Acupuncture.txt
FYZICAL Therapy & Balance Centers — Bay Ridge,fyzical.com,LIVE,https://www.fyzical.com/bay-ridge-ny,https://www.fyzical.com/bay-ridge-ny,,0,"STEALTH_ERROR: It looks like you are using Playwright Sync API inside the asyncio loop.
Please use the Async API instead.",C:\Users\COB\Downloads\competitor\scraped_texts\FYZICAL_Therapy_Balance_Centers_Bay_Ridge.txt
Riverdale Sports Physical Therapy,riverdalesportspt.com,LIVE,https://riverdalesportspt.com,https://riverdalesportspt.com,Riverdale Sports Physical Therapy  – PT in Riverdale NY,1245,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Riverdale_Sports_Physical_Therapy.txt
Riverdale Physical Therapy Clinic,riverdaleptot.com,LIVE,https://riverdaleptot.com,https://riverdaleptot.com,,0,"STEALTH_ERROR: It looks like you are using Playwright Sync API inside the asyncio loop.
Please use the Async API instead.",C:\Users\COB\Downloads\competitor\scraped_texts\Riverdale_Physical_Therapy_Clinic.txt
Rehabilitation Associates of Riverdale Medicine,ptriverdale.com,LIVE,https://ptriverdale.com,https://ptriverdale.com,,0,"STEALTH_ERROR: It looks like you are using Playwright Sync API inside the asyncio loop.
Please use the Async API instead.",C:\Users\COB\Downloads\competitor\scraped_texts\Rehabilitation_Associates_of_Riverdale_Medicine.txt
Professional Physical Therapy — North Riverdale,professionalpt.com,LIVE,https://www.professionalpt.com/office/north-riverdale-ny/,https://www.professionalpt.com/office/north-riverdale-ny/,"Professional Physical Therapy Clinic | Bronx, NY North Riverdale",6730,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Professional_Physical_Therapy_North_Riverdale.txt
Spear Physical Therapy — Harlem,spearcenter.com,LIVE,https://spearcenter.com/locations/uptown/,https://spearcenter.com/locations/uptown/,Uptown Locations - Spear Physical Therapy,1277,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Spear_Physical_Therapy_Harlem.txt
PT of The City — Grand Concourse,ptofthecity.com,LIVE,https://ptofthecity.com,https://ptofthecity.com,Top-Rated Physical Therapy NYC | 30+ Clinics | PT of the City,2946,OK,C:\Users\COB\Downloads\competitor\scraped_texts\PT_of_The_City_Grand_Concourse.txt
PT of The City — Flatbush,ptofthecity.com,LIVE,https://ptofthecity.com,https://ptofthecity.com,Top-Rated Physical Therapy NYC | 30+ Clinics | PT of the City,2946,OK,C:\Users\COB\Downloads\competitor\scraped_texts\PT_of_The_City_Flatbush.txt
PT of The City — Midtown Manhattan,ptofthecity.com,LIVE,https://ptofthecity.com,https://ptofthecity.com,Top-Rated Physical Therapy NYC | 30+ Clinics | PT of the City,2946,OK,C:\Users\COB\Downloads\competitor\scraped_texts\PT_of_The_City_Midtown_Manhattan.txt
Advance Physical Therapy of New York,advancedptny.com,LIVE,https://advancedptny.com,https://advancedptny.com,Advanced Physical Therapy of New York - Expert Care for Pain Relief,367,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Advance_Physical_Therapy_of_New_York.txt
Integrated Rehab and Physical Therapy PC,integratedrehabandphysicaltherapy.com,,https://integratedrehabandphysicaltherapy.com/,https://integratedrehabandphysicaltherapy.com/,Integrated Rehab and Physical Therapy P.C.,1158,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Integrated_Rehab_and_Physical_Therapy_PC.txt
Feel Good Physical Therapy,feelgoodphysicaltherapy.com,LIVE,http://www.feelgoodphysicaltherapy.com,http://www.feelgoodphysicaltherapy.com,"Physical Therapist in Brooklyn, NY | Feel Good Physical Therapy",1042,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Feel_Good_Physical_Therapy.txt
Rusk Rehabilitation at Sunset Park Family Health Center (NYU Langone),nyulangone.org,,,https://nyulangone.org,Patient Care at NYU Langone Health,1720,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Rusk_Rehabilitation_at_Sunset_Park_Family_Health_Center_NYU_Langone.txt
Chung Ying Physical Therapy & Acupuncture,,,,,,0,SKIPPED_NO_URL,C:\Users\COB\Downloads\competitor\scraped_texts\Chung_Ying_Physical_Therapy_Acupuncture.txt
NY Bone & Joint - All Sports Physical Therapy,nyboneandjoint.com,,https://nyboneandjoint.com/,https://nyboneandjoint.com/,Best Orthopedic Surgeons in NYC | NY Bone & Joint,1796,OK,C:\Users\COB\Downloads\competitor\scraped_texts\NY_Bone_Joint_-_All_Sports_Physical_Therapy.txt
Recovery Physical Therapy - UES,recoverypt.com,,,https://recoverypt.com,Recovery Physical Therapy | Expert Pain Relief & Rehab Care,2874,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Recovery_Physical_Therapy_-_UES.txt
In Touch NYC Physical Therapy - UES,itnycpt.com,LIVE,https://www.itnycpt.com,https://www.itnycpt.com,Home - In Touch NYC Physical Therapy,5781,OK,C:\Users\COB\Downloads\competitor\scraped_texts\In_Touch_NYC_Physical_Therapy_-_UES.txt
Zion Physical Therapy - UES,zionpt.com,,https://www.zionpt.com/ues,https://www.zionpt.com/ues,Upper East Side | Zion PhysicalTherapy,7838,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Zion_Physical_Therapy_-_UES.txt
Gramercy Physical Therapy,gptny.com,,https://gptny.com/,https://gptny.com/,Physical Therapy Gramercy Park NYC,2242,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Gramercy_Physical_Therapy.txt
ESR / Upper East Side Physical Therapy,eastsidept.com,,https://eastsidept.com/,https://eastsidept.com/,Home - Upper East Side Physical Therapy,2984,OK,C:\Users\COB\Downloads\competitor\scraped_texts\ESR_Upper_East_Side_Physical_Therapy.txt
Century Medical and Dental Center - Flatbush PT,centurymedicaldental.com,LIVE,https://www.centurymedicaldental.com/flatbush-brooklyn-ny-11226/,https://www.centurymedicaldental.com/flatbush-brooklyn-ny-11226/,Flatbush Medical Office and Dental Center,3451,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Century_Medical_and_Dental_Center_-_Flatbush_PT.txt
Professional Physical Therapy - Marine Park/Flatbush Ave,professionalpt.com,LIVE,https://www.professionalpt.com/office/marine-park/,https://www.professionalpt.com/office/marine-park/,Professional Physical Therapy Clinic | Brooklyn NY Marine Park,6962,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Professional_Physical_Therapy_-_Marine_ParkFlatbush_Ave.txt
Hands of Hope — Flatbush,handsofhopeny.com,LIVE,https://handsofhopeny.com/physical-therapy-clinic/flatbush-brooklyn-ny/,https://handsofhopeny.com/physical-therapy-clinic/flatbush-brooklyn-ny/,"Physical Therapy & Pain Management Flatbush, NY | Hands of Hope",2401,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Hands_of_Hope_Flatbush.txt
JPM Physical Therapy – Elmhurst,jpmphysicaltherapy.com,LIVE,https://jpmphysicaltherapy.com/,https://jpmphysicaltherapy.com/,"JPM Physical Therapy in Queens, Elmhurst, Ozone Park",1349,OK,C:\Users\COB\Downloads\competitor\scraped_texts\JPM_Physical_Therapy_Elmhurst.txt
